scenario,year,month,period,arrivals_forecast,revenue_usd_mn,revenue_lkr_mn,tourist_nights_mn,rpt_adj,rpt_nominal,los_pred,mix_factor,usd_lkr_pred,usd_lkr_lower,usd_lkr_upper,rev_usd_hotels_mn,rev_usd_travel_agencies_mn,rev_usd_shops_mn,rev_usd_banks_mn,rev_usd_gem_corp_mn
Optimistic,2026,6,2026-06,212335.33211996843,290.0701901058436,87577.68162516164,1.9050962391590989,1366.0947860620547,1488.2483637772839,8.972111330406042,0.9179212417172128,301.9189307015845,270.03915007714807,334.529575243824,168.90787169863273,31.00850332231468,35.82366847807169,42.55329688852726,11.747842699286666
Optimistic,2026,7,2026-07,219330.93043848025,299.6268404941471,90462.15915821053,1.9678615260955883,1366.0947860620547,1488.2483637772839,8.972111330406042,0.9179212417172128,301.91607336986095,266.87641048648516,336.8818538534073,174.47270921974186,32.030109248824324,37.003914801027165,43.95525750049138,12.134887040012957
Optimistic,2026,8,2026-08,219349.88869950603,299.6527392756872,90469.29345081584,1.9680316217241423,1366.0947860620547,1488.2483637772839,8.972111330406042,0.9179212417172128,301.9137875044822,262.76480411194575,340.3141208335397,174.48779008023268,32.03287782857096,37.007113300547374,43.95905685174331,12.135935940665332
Optimistic,2026,9,2026-09,212108.5351454749,289.7603639414933,87482.11906370615,1.9030613914545436,1366.0947860620547,1488.2483637772839,8.972111330406042,0.9179212417172128,301.9119588121791,264.8837991384698,339.8594959039996,168.72745992313156,30.975382905345636,35.78540494677443,42.50784539021707,11.73529473963048
Optimistic,2026,10,2026-10,219109.75072651284,299.32468804284565,90369.26498965747,1.9658770770957894,1366.0947860620547,1488.2483637772839,8.972111330406042,0.9179212417172128,301.9104958583367,261.9265105132451,344.8664655536487,174.29676584734904,31.9978091517802,36.96659897329144,43.910931735885455,12.12264986573525
Optimistic,2026,11,2026-11,212059.384098371,289.6932189523152,87461.08433444492,1.9026204027879212,1366.0947860620547,1488.2483637772839,8.972111330406042,0.9179212417172128,301.9093254952627,255.44468863249537,348.1715506872516,168.68836139593316,30.968205106002493,35.77711254061093,42.49799522030464,11.732575367568765
Optimistic,2026,12,2026-12,219293.0139164287,299.5750429310669,90444.21865727827,1.9675213348384797,1366.0947860620547,1488.2483637772839,8.972111330406042,0.9179212417172128,301.90838920480354,255.93390202051663,349.48269182727944,174.44254749876026,32.02457208933105,36.99751780198676,43.947658797987515,12.13278923870821
Optimistic,2027,1,2027-01,253756.2641451744,333.08889912440225,100562.08350228293,2.31485873926474,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.9076401724362,252.23864485562777,350.3081233709845,193.95766596013945,35.607203316398596,41.13647904186368,48.86414150154981,13.490100414538292
Optimistic,2027,2,2027-02,229554.11705011476,301.3203571359046,90970.73739985631,2.0940777788391967,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.90704094654234,252.90763026179266,354.654390679233,175.45884396023726,32.2111461778282,37.213064106284214,44.203696391837205,12.203474464004136
Optimistic,2027,3,2027-03,253742.44224506302,333.0707560393146,100556.24671395995,2.314732650766496,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.90656156582725,250.0,357.5486337055793,193.94710124169288,35.60526382060273,41.13423837085535,48.86147991096745,13.48936561959224
Optimistic,2027,4,2027-04,245039.52349256803,321.64701587588263,97107.22124789559,2.2353413986955784,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.90617806125516,250.0,358.25344907201554,187.29505734452647,34.38406599713185,39.723406460671505,47.18561722899198,13.026704142973246
Optimistic,2027,5,2027-05,252772.4700784219,331.79753836228036,100171.62490039038,2.3058842049779495,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.9058712575975,250.0,355.7131106142638,193.20570658835587,35.46915685092777,40.976995987741624,48.67469887774653,13.437800303672356
Optimistic,2027,6,2027-06,244254.11434506148,320.61606174678366,96795.79276789805,2.2281766052071155,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.9056258146714,250.0,363.6624540495348,186.69473275515213,34.27385700073117,39.59608362572778,47.03437625825316,12.984950500744738
Optimistic,2027,7,2027-07,252298.4602098957,331.1753372678035,99983.63242450601,2.301560111185223,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.9054294603305,250.0,361.3404833781089,192.843398891042,35.40264355392819,40.900154152573734,48.583421977186774,13.412601159346043
Optimistic,2027,8,2027-08,252215.5288092273,331.0664787572775,99950.71544406304,2.300803580195758,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.90527237685774,250.0,361.1408284085402,192.7800105803627,35.39100657915296,40.88671012652377,48.56745243369261,13.408192389669738
Optimistic,2027,9,2027-09,243941.9020131334,320.20624147186237,96671.91230904577,2.2253284885408937,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.9051467100796,250.0,364.2075706805936,186.45609440906546,34.23004721334208,39.545470821775005,46.97425562392221,12.968352779610427
Optimistic,2027,10,2027-10,252089.50560232924,330.90105651088993,99900.69874582482,2.2996539497705903,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.90504617665704,250.0,362.0534765688102,192.68368520629122,35.37332294101413,40.866280479094904,48.54318499014755,13.401492788691042
Optimistic,2027,11,2027-11,243753.2737292602,319.95864172243074,96597.10277060105,2.2236077513883856,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.904965749919,250.0,368.1694418466973,186.31191707497143,34.20357880012784,39.514892252720195,46.93793274068059,12.958324989758445
Optimistic,2027,12,2027-12,252207.39827975002,331.05580635428475,99947.37057811127,2.300729410490909,1312.6332082735955,1435.7796030838706,9.12237081934815,0.9142302937402284,301.9049014085286,250.0,368.68565853881245,192.77379604010002,35.38986569927304,40.885392084754166,48.56588679217357,13.407760157348534
Optimistic,2028,1,2028-01,291101.88096627634,362.93445595123853,109571.6724603506,2.7053361731051946,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.9048499354162,250.0,371.4329691669786,211.3367337004062,38.7976933411874,44.82240530997796,53.242484688046694,14.69884546602516
Optimistic,2028,2,2028-02,272655.20748398127,339.93586390441317,102628.2719816824,2.5339032270882824,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.90480875692634,250.0,370.0325096285419,197.9446535515398,36.33914385138176,41.98207919219502,49.86859123477741,13.767402488128734
Optimistic,2028,3,2028-03,291080.28064603946,362.9075255155865,109563.51513204542,2.7051354319506085,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.90477581413444,250.0,375.24088620132767,211.32105210772602,38.79481447761619,44.81907940117493,53.238533993136535,14.697754783381253
Optimistic,2028,4,2028-04,281180.7599670418,350.56518976741495,105837.29578609404,2.6131348880159644,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.9047494599009,250.0,372.0548504524216,204.13411000156574,37.47541878613666,43.29480093627575,51.42791333887977,14.197890185580306
Optimistic,2028,5,2028-05,289702.5558726698,361.18983207639025,109044.91814538135,2.692331637438501,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.90472837651413,250.0,373.8016038284287,210.32083921808206,38.611193048966115,44.606944261434194,52.986548365606446,14.628188199093806
Optimistic,2028,6,2028-06,280103.5613882722,349.22218065033377,105431.8217020639,2.6031240139154965,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.90471150980466,250.0,374.59939470226163,203.35207579268936,37.33185111152068,43.12893931031622,51.23089390140396,14.143498316338517
Optimistic,2028,7,2028-07,289375.7336360422,360.78236287609013,108921.89031376263,2.6892943364908435,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.9046980164371,250.0,376.38793165731636,210.08356990274729,38.56763459145403,44.55662181519713,52.92677263392242,14.61168569648165
Optimistic,2028,8,2028-08,289140.0084021528,360.4884698609311,108833.15874040916,2.6871036395429644,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.9046872217431,250.0,383.0168105823519,209.9124360000202,38.53621742813353,44.52032602782499,52.883658528598595,14.59978302936771
Optimistic,2028,9,2028-09,279772.043429854,348.80885700750054,105307.02586279524,2.6000430735864066,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.9046785859878,250.0,373.061520867471,203.11139743546758,37.287666814101804,43.07789384042631,51.17025932300033,14.126758708803772
Optimistic,2028,10,2028-10,288930.5792102909,360.22736172395724,108754.32337048143,2.6851573231311034,1246.7609441289865,1370.014767671457,9.293434189175175,0.9100346752086778,301.90467167738365,250.0,382.51664666774076,209.76039273186032,38.50830496829103,44.48807917290872,52.845353964904525,14.58920814982027
